movie_id,title,subtitle,year,rating,star_count,comment_count,comment,poster,user_avatar,user_name,rank,genre,overview
3321892,迪迦奥特曼：最终圣战,2000 / 日本 / 动作 科幻 奇幻 冒险 / 村石宏实 / 长野博 吉本多香美,2000,9.0,4.5,26615,这个剧场版 出人意料的好看,https://img9.doubanio.com/view/photo/m_ratio_poster/public/p2385140076.jpg,https://img9.doubanio.com/icon/up4646500-425.jpg,musclekai,9.0,动作,延续TV结局，揭露迪迦作为超古代黑暗巨人的过去，并与卡蜜拉、达拉姆、希特拉展开决战‌
1295116,西线无战事,1930 / 美国 / 剧情 动作 历史 战争 / 刘易斯·迈尔斯通 / 路易斯·沃海姆 刘·艾尔斯,1930,9.0,4.5,34197,伟大的反战片,https://img3.doubanio.com/view/photo/m_ratio_poster/public/p2209784767.jpg,https://img1.doubanio.com/icon/up1895572-130.jpg,[己注销],1.0,剧情,一位年轻士兵在第一次世界大战那足以毁灭灵魂的恐怖中，经历了深刻的幻灭。
7051375,剑风传奇 黄金时代篇3：降临,2013 / 日本 / 剧情 动作 动画 战争 / 洼冈俊之 / 岩永洋昭 樱井孝宏,2013,9.0,4.5,21005,格里菲斯你那点出息,https://img1.doubanio.com/view/photo/m_ratio_poster/public/p1778898508.jpg,https://img9.doubanio.com/icon/up1606446-96.jpg,六壁坂,,剧情,传奇佣兵部队“鹰之团”，在团长格里菲斯（樱井孝宏 配音）的率领下结束了百年战争，一跃成为米特兰王国的正规军。但是荣誉的顶点也正是衰落的开始，格里菲斯被国王投入“再生之塔”最底层的死牢，遭受常人难以想象的折磨，鹰之团也沦为叛军潜入丛林荒野，时刻遭到追兵的屠戮。黑暗而漫长的一年后，战神格斯（岩永洋昭 配音）重新归队，与代理团长卡思嘉（行成桃姬 配音）建立深深的信任，并在夏洛特公主（丰崎爱生 配音）的帮助下冒险救出格里菲斯。格斯让走投无路的鹰之团看到新的希望，而丧失了一切的格里菲斯则跌入绝望的谷底。当216年一次的日食出现，格里菲斯与霸王之卵再次邂逅，恶魔的血腥盛筵拉开序幕。本片根据漫画家三浦健太郎的同名原作改编，为“剑风传奇剧场版三部曲”的最后一部。
1417956,少女革命：思春期默示录,1999 / 日本 / 剧情 喜剧 动作 动画 奇幻 冒险 / 几原邦彦 / 川上伦子 渊崎由里子,1999,9.0,4.5,7542,内时候太小 还不很懂..,https://img3.doubanio.com/view/photo/m_ratio_poster/public/p454086622.jpg,https://img9.doubanio.com/icon/up2904709-24.jpg,fishhung.小愚,,剧情,　　打扮成男子模样的少女天上欧蒂娜因为某个原因而转学到贵族学校·凤学园，在那里，她遇到了被称为“蔷薇的新娘”的美丽少女姬宫安希，从而被卷入了一场以争夺“蔷薇的新娘”为目标的决斗游戏。  　　剧场版并非TV版的续篇，所有设定都作了大幅度变更。监督几原邦彦在制作剧场版时，对于电影的本质深思熟虑许久，针对TV和剧场的特性，减少突发演出的场面，希望让观众更容易理解作品的意涵。画面比TV版更华丽且超乎现实，但是相对地，故事更现实而残酷。  　　剧场版探讨到少年与大人、梦想与现实的冲突。编剧榎户洋司言道：「这是根据青春的价值观作出的作品。」所谓青春并不是多么愉快的事物，但其中仍有无可取代的快乐，所以才觉得怀念。榎户秉持这份对青春的价值观，创造令人为之动容的剧情。  　　剧场版中，欧蒂娜小时後不曾遇见过王子，想成为王子是由于其他更强烈的理由，男装打扮也比TV版更为彻底，只有在决斗时才会把头发放下回复成长发，动作和语气也显得更男孩子气。另一位女主角安希的造型则变成长直发，不戴眼镜。性格变得极其开朗活泼……另外，安希与晓生兄妹之间的关系，也变得更为悲壮残酷。  　　剧场版中依然充斥无所不在的「王子」符号。桐生冬芽是欧蒂娜的王子，树璃被学校里的女学生们称为王子，枝织的儿时玩伴是王子，凤晓生是被魔女封印的蔷薇的王子，主角欧蒂娜也想要成为王子。然而，不论「曾经是王子」或「想变成王子」，都不是真正的王子，王子的涵意究竟为何？而身为被王子保护的存在的柔弱的「公主」，又要如何独力面对现实的世界，进行「少女革命」？
3142101,攻壳机动队2.0,2008 / 日本 / 动作 科幻 动画 / 押井守 / 田中敦子 大塚明夫,2008,9.0,4.5,20681,这重制诚意满满啊，哪里不好哪里不好！,https://img3.doubanio.com/view/photo/m_ratio_poster/public/p456918283.jpg,https://img3.doubanio.com/icon/up3968796-67.jpg,さらばエリカ,13.0,动作,公元2029年，未来世界是高科技与信息化的世界。人类生活水平的提高伴随着犯罪活动的高科技化，于是，专门镇压高科技犯罪的特殊部队——公安9课成立了。队长草薙素子，作为一位全身“义体化”的女警，带领公安9课不断展开行动。是次，公安9课帮助公安6课秘密解决了一位程序员外逃他国的麻烦琐事，又卷入传说中的黑客“傀儡师”的犯罪事件。当行动陷入僵局之际，傀儡师竟然不请自来，出现在公安9课！素子与她的战友们，不知不觉地被卷入了一场涉及政府的阴谋之中。本作根据1995年动画电影《GHOST IN THE SHELL》改编，系剧情不变、画面完全重制的作品。
3399553,空之境界 第七章 杀人考察（后）,2009 / 日本 / 剧情 动作 动画 奇幻 / 瀧沢進介 / 坂本真绫 铃村健一,2009,9.0,4.5,22043,"真的好几次以为你们要KISS了=_,=(烟",https://img2.doubanio.com/view/photo/m_ratio_poster/public/p2202703811.jpg,https://img3.doubanio.com/icon/up2626186-193.jpg,沙溢丝,,剧情,1999年2月，杀人鬼回来了！1995年在日本发生的连续猎奇杀人事件，因嫌疑人遇到车祸住院而草草结案。如今疯狂的犯罪再次出现，恐怖的气氛来袭，原嫌疑人的嫌疑被洗清，到底谁才是这一系列事件的凶手？解决都市不可思议事件的伽蓝堂的成员开始展开调查，两仪式准备以自己的匕首结束这一切。但决战之前，黑桐干也发现犯人居然是自己旧日所识！在友情与正义相混淆的世界中，干也到底要如何抉择？本同人小说最高境界《空之境界》全七章动画化，本作为第七章电影版。
35588052,假面骑士圣刃 深罪的三重奏,2022 / 日本 / 剧情 动作 奇幻 冒险 / 上堀内佳寿也 / 内藤秀一郎 山口贵也,2022,9.0,4.5,3343,可惜太短了点，三条线没法兼顾，质感太棒了,https://img3.doubanio.com/view/photo/m_ratio_poster/public/p2680729717.jpg,https://img9.doubanio.com/icon/up182936309-4.jpg,云和山的彼端,,剧情,距离假面骑士圣刃的变身者神山飞羽真等一众剑士们拼命拯救世界已经过去8年的时光。飞羽真收养了因卷入大战而失去父母的少年小陆。他的好友间宫和编辑须藤芽依也一起帮忙照顾。飞羽真想弥补小陆失去的父爱，但是却无法治愈他的创伤，已经11岁的他仍然没有露出笑容。另一方面成为翻译家的富加宫贤人即将与立花结菜结婚，正过着充实的每一天。但是，就在此时，在剑士们的身边开始发生了奇怪的事情，圣剑的持有者接连消失。正在新堂伦太郎开始调查此事时，假面骑士霸剑 惊异塞壬突然现身。解除变身后的篠崎真二郎自称是伦太郎的父亲，让伦太郎心烦意乱。此外，贤人碰上了霸剑，小陆放学未归，前往寻找小陆的飞羽真也遭到了霸剑的袭击。惊异塞壬奇幻驾驭书中隐藏着怎样可怕的力量？时光荏苒，等待飞羽真一行人的是最大最后的苦难！
26852460,银魂 爱染香篇 前篇,2016 / 日本 / 喜剧 动作 科幻 动画 / 杉田智和 阪口大助,2016,9.0,4.5,3222,好的，银月锁死,https://img1.doubanio.com/view/photo/m_ratio_poster/public/p2579934749.jpg,https://img9.doubanio.com/icon/up157548945-6.jpg,WilliamOsborne,,喜剧,　　这次剧情讲述了月咏不小心嗅到了有魅药效果的香后发生的故事。本次日常篇会分为上下两部，分别收录在8月发售的第65卷和11月发售的第66卷限定版赠送的DVD中。
35068855,史前战纪：野蛮故事,2020 / 美国 / 动作 动画 冒险 / 格恩迪·塔塔科夫斯基 / Aaron LaPlante Jon Olson,2020,9.0,4.5,724,猿爸和龙妈最浪漫史前爱情故事，前四集的汇总,https://img1.doubanio.com/view/photo/m_ratio_poster/public/p2603465818.jpg,https://img1.doubanio.com/icon/up37477138-9.jpg,祖萌无双,,动作,根德迪·塔塔科夫斯基的以一个穴居人和一只濒临灭绝的恐龙为特色。被悲剧所束缚，这种不可能的友谊成为生存的唯一希望。
26860016,守望先锋：新生,2016 / 美国 / 动作 科幻 动画 短片 / Jeramiah Johnson / 卡拉·西奥博尔德 Chloe Hollings,2016,9.0,4.5,2778,猎空和黑百合的声音真性感，完全是一对cp啊！,https://img1.doubanio.com/view/photo/m_ratio_poster/public/p2417863958.jpg,https://img3.doubanio.com/icon/up99024523-3.jpg,平凡与梦想,,动作,《守望先锋：新生》是一部上映于 2016 年的精彩电影。暂时没有获取到详细的剧情简介。
5187955,少年骇客：变身之谜,2007 / 美国 / 动作 科幻 动画 冒险 / Greg Klein / 塔拉·斯特朗 梅根·史密斯,2007,9.0,4.5,2047,怎么会有这么酷的动画片啊！！！！,https://img1.doubanio.com/view/photo/m_ratio_poster/public/p2320482809.jpg,https://img9.doubanio.com/icon/up151575511-6.jpg,Zayn,,动作,田小班在面对董悟博士时，被一道不明光线波及，启动了Omnitrix的自毁模式。钻金刚（和钻石战神是同一个星系的人）接收到信号后赶到地球，告知小班他们必须深入外太空找到Omnitrix的发明者阿兹米斯，才能阻止自毁模式，确保小班和整个宇宙的安危。
3228421,鲁邦三世Episode：0 初次交锋,2002 / 日本 / 喜剧 动作 动画 悬疑 犯罪 / 大原实 / 栗田贯一 小林清志,2002,9.0,4.5,1840,这么好看的动画片要是跟我一个时代就好了,https://img3.doubanio.com/view/photo/m_ratio_poster/public/p2522070272.jpg,https://img2.doubanio.com/icon/up62927689-1.jpg,陈豆瓣,,喜剧,在鲁邦，不二子，次元，五右卫门都还互不认识的时候，四人都还只是在各自的空间内冒险。直到一个记录着超硬材料配方的卷轴将他们联系到一起……本作为鲁邦三世系列第14部TVsp，于2002年7月26日上映。
5041028,赛文奥特曼 空中飞舞的大铁块,1999 / 日本 / 剧情 动作 科幻 / 神澤信一 満留浩昌 / 南条弘二 山崎勝之,1999,9.0,4.5,1664,大铁块！记忆最深的一集ov,https://img1.doubanio.com/view/photo/m_ratio_poster/public/p2620177460.jpg,https://img3.doubanio.com/icon/up182934317-22.jpg,1,,剧情,《赛文奥特曼 空中飞舞的大铁块》是一部上映于 1999 年的精彩电影。暂时没有获取到详细的剧情简介。
5041030,赛文奥特曼 仿制的男人,1999 / 日本 / 剧情 动作 科幻 / 高野敏幸 満留浩昌 / 南条弘二 山崎勝之,1999,9.0,4.5,1600,这哪是给孩子看的奥特曼。,https://img3.doubanio.com/view/photo/m_ratio_poster/public/p2509214962.jpg,https://img9.doubanio.com/icon/up48112768-4.jpg,INsomnia,,剧情,《赛文奥特曼 仿制的男人》是一部上映于 1999 年的精彩电影。暂时没有获取到详细的剧情简介。
1291543,功夫,2004 / 中国大陆 中国香港 / 喜剧 动作 犯罪 奇幻 / 周星驰 / 周星驰 元秋,2004,8.9,4.5,1331852,再都不可能出现比它牛B的功夫电影了,https://img1.doubanio.com/view/photo/m_ratio_poster/public/p2219011938.jpg,https://img1.doubanio.com/icon/up1775727-80.jpg,郁程,71.0,喜剧,1940年代的上海，自小受尽欺辱的街头混混阿星为了能出人头地，可谓窥见机会的缝隙就往里钻，今次他盯上行动日益猖獗的黑道势力“斧头帮”，想借之大名成就大业。阿星假冒“斧头帮”成员试图在一个叫“猪笼城寨”的地方对居民敲诈，不想引来真的“斧头帮”与“猪笼城寨”居民的恩怨。“猪笼城寨”原是藏龙卧虎之处，居民中有许多身怀绝技者，他们隐藏于此本是为远离江湖恩怨，不想麻烦自动上身，躲都躲不及。而在观战正邪两派的斗争中，阿星逐渐领悟功夫的真谛。
1300299,杀人回忆,2003 / 韩国 / 剧情 动作 悬疑 惊悚 犯罪 / 奉俊昊 / 宋康昊 金相庆,2003,8.9,4.5,835442,嗨凶手，你也在看这部片吗？送给你的，杀人回忆,https://img1.doubanio.com/view/photo/m_ratio_poster/public/p1633113220.jpg,https://img3.doubanio.com/icon/up1125289-57.jpg,狮子人,92.0,剧情,在其突破性的第二部作品中，奉俊昊以颠覆性的手法引爆了警察类型片的传统桎梏，带来了震撼且超越类型的成果。影片基于1980年代撼动韩国乡村社区的一连串真实连环杀人案改编，韩国电影标志性人物宋康昊饰演当地警官，他不得不与一位老练的首尔侦探联手调查此案——两人由此踏上一段长达数年、充满挫败与煎熬的艰苦历程，逐渐被推向存在的边缘。奉俊昊将扣人心弦的刑侦过程与军权统治下日常生活的荒诞社会图景生动结合，打造了一次深入黑暗的萦心之旅：它始于黑色喜剧的讽刺，终于与深渊那场灵魂破碎的遭遇。
3395373,蝙蝠侠：黑暗骑士崛起,2012 / 美国 英国 / 剧情 动作 科幻 惊悚 犯罪 / 克里斯托弗·诺兰 / 克里斯蒂安·贝尔 汤姆·哈迪,2012,8.9,4.5,813441,"超过TDK不敢说,但永垂影史是扛扛的.",https://img9.doubanio.com/view/photo/m_ratio_poster/public/p1706428744.jpg,https://img3.doubanio.com/icon/up39058983-2.jpg,无殇,106.0,剧情,检察官哈维·登特（艾伦·艾克哈特 Aaron Eckhart 饰）死后的八年间，哥谭市在戈登警长（加里·奥德曼 Gary Oldman 饰）的努力下有效地遏制了犯罪活动。而蝙蝠侠布鲁斯·韦恩（克里斯蒂安·贝尔 Christian Bale 饰）因为背负谋杀登特的罪名，被 警方通缉，在哥谭市销声匿迹。然而，这看似平静的状态被恐怖分子贝恩（汤姆·哈迪 Tom Hardy 饰）的出现打破，他利用猫女（安妮·海瑟薇 Anne Hathaway 饰）偷取布鲁斯的指纹，致使韦恩集团面临破财，布鲁斯被赶出董事会。为了保证韦恩集团投资的能源项目不被坏人利用制造核弹，布鲁斯帮助米兰达（玛丽昂·歌迪亚 Marion Cotillard 饰）成为董事会主席。贝恩接下来一连串精密设计的计划将哥谭市陷入孤绝之境，毁灭之日指日可待。布鲁斯只能再次肩负起拯救哥谭的重任，然而至亲的管家阿福辞职离开、猫女的背叛、贝恩的凶残手段，爱人米拉达的真实面目露出，都让他拯救哥谭的行动变得不可能……
1578507,谍影重重3,2007 / 美国 德国 法国 英国 / 动作 悬疑 惊悚 / 保罗·格林格拉斯 / 马特·达蒙 朱丽娅·斯蒂尔斯,2007,8.9,4.5,471282,紧凑、凌厉，史上最佳间谍动作片。,https://img3.doubanio.com/view/photo/m_ratio_poster/public/p792223507.jpg,https://img1.doubanio.com/icon/up1411454-189.jpg,苇间疯,172.0,动作,他只想隐姓埋名，如今却遭造就他的人追杀。杰森·伯恩虽已失去记忆与所爱之人，却未被弹雨和新一代训练有素的杀手所阻。他只有一个目标：回到起点，查明自己究竟是谁。[环球影业]
1294639,勇敢的心,1995 / 美国 / 剧情 动作 传记 历史 战争 / 梅尔·吉布森 / 梅尔·吉布森 苏菲·玛索,1995,8.9,4.5,605514,一句“freedom”煽的我眼泪哗哗的,https://img1.doubanio.com/view/photo/m_ratio_poster/public/p2004174709.jpg,https://img9.doubanio.com/icon/up1078855-5.jpg,老阿飞—故园,123.0,剧情,威廉·华莱士童年时，其父、苏格兰民族英雄马索·华莱士在与英军的斗争中牺牲，他开始接受父亲好友的指导，学习苏格兰文化和武术。青年华莱士（梅尔·吉布森 饰）学成回到故乡，向美丽的少女梅伦求婚，不想梅伦被英军抢去且遭杀害。在广大村民“英雄之后”的呼声中，华莱士率众揭竿起义，并与苏格兰贵族罗伯结成联盟，但不久他发现，苏格兰贵族考虑的只是自身的利益。英王为缓和局势，派伊莎贝拉（苏菲·玛索 饰）前去和华莱士谈判，由于英王只想收买华莱士，根本不顾苏格兰人民的自由和平等，谈判失败，但这一切并不为伊莎贝拉所知。伊莎贝拉归国后发现事情真相，且知晓英王正策划阴招，忙送信给华莱士，而两人的爱情，也在战争与阴谋中悄然滋生。
1296196,乱,1985 / 日本 法国 / 剧情 动作 / 黑泽明 / 仲代达矢 寺尾聪,1985,8.9,4.5,120520,同是史片，為何黑泽明就能拍得如此詩意如此智惠？,https://img1.doubanio.com/view/photo/m_ratio_poster/public/p2556724149.jpg,https://img3.doubanio.com/icon/up1397515-87.jpg,Griet,2.0,剧情,电影大师黑泽明将莎士比亚的《李尔王》重构为一部以十六世纪日本为背景的史诗巨作。这部气势恢宏的晚年杰作，以磅礴的叙事透视战争的虚妄，刻画了一个家族在背叛、贪婪与权力欲望重压之下逐渐崩毁的悲剧图景。[标准收藏]
35651911,鬼灭之刃：鼓屋敷篇,2021 / 日本 / 动作 动画 冒险 / 外崎春雄 / 花江夏树 鬼头明里,2021,8.9,4.5,16049,好一个安塞腰鼓,https://img9.doubanio.com/view/photo/m_ratio_poster/public/p2727626416.jpg,https://img3.doubanio.com/icon/up186008239-3.jpg,吴辽,10.0,动作,炭治郎等人完成蝴蝶屋的训练，下一个目的地是开往黑暗的无限列车。以多人行踪不明的这辆列车为舞台，炭治郎带着祢豆子与善逸、伊之助一行人，与鬼杀队最强剑士〝柱〞其中之一炎柱炼狱杏寿郎会合，新的任务即将开始！
